pair_id,a_speaker,b_speaker,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,novel,a_articles,a_auxiliary_verbs,a_conjunctions,a_adverbs,a_impersonal_pronouns,a_negations,a_personal_pronouns,a_prepositions,a_quantifiers,b_articles,b_auxiliary_verbs,b_conjunctions,b_adverbs,b_impersonal_pronouns,b_negations,b_personal_pronouns,b_prepositions,b_quantifiers
02576,Catherine Morland,John Thorpe,335,354,it is very odd but i suppose they thought it would be too dirty for a walk,and whose fault is that,Isabella Thorpe; James Morland; John Thorpe; Mrs. Allen,F,major,M,intermediate,NorthangerAbbey,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0
02577,Catherine Morland,John Thorpe,340,191,but then if they should only be gone out for an hour till it is dryer and call by and by,do not you then let us walk about and quiz people come along with me and i will show you the four greatest quizzers in the room my two younger sisters and their partners i have been laughing at them this half hour,Isabella Thorpe; James Morland; John Thorpe; Mrs. Allen,F,major,M,intermediate,NorthangerAbbey,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
02578,Catherine Morland,John Thorpe,345,480,who where,and then you know i say then you know we may try the truth of this same old song,John Thorpe,F,major,M,intermediate,NorthangerAbbey,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0
02579,Catherine Morland,John Thorpe,351,220,no he is not for i am sure he could not afford it,unsafe oh lord what is there in that they will only get a roll if it does break down and there is plenty of dirt it will be excellent falling oh curse it the carriage is safe enough if a man knows how to drive it a thing of that sort in good hands will last above twenty years after it is fairly worn out lord bless you i would undertake for five pounds to drive it to york and back again without losing a nail,John Thorpe,F,major,M,intermediate,NorthangerAbbey,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1
02580,Catherine Morland,John Thorpe,353,375,because he has not money enough,know him there are few people much about town that i do not know i have met him forever at the bedford and i knew his face again today the moment he came into the billiard room one of the best players we have by the by and we had a little touch together though i was almost afraid of him at first the odds were five to four against me and if i had not made one of the cleanest strokes that perhaps ever was made in this world i took his ball exactly but i could not make you understand it without a table however i did beat him a very fine fellow as rich as a jew i should like to dine with him i dare say he gives famous dinners but what do you think we have been talking of you yes by heavens and the general thinks you the finest girl in bath,John Thorpe,F,major,M,intermediate,NorthangerAbbey,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
02581,Catherine Morland,John Thorpe,374,492,but how came you to know him,by jove no more do i it is not my way to bother my brains with what does not concern me my notion of things is simple enough let me only have the girl i like say i with a comfortable house over my head and what care i for all the rest fortune is nothing i am sure of a good income of my own and if she had not a penny why so much the better,John Thorpe,F,major,M,intermediate,NorthangerAbbey,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1
02582,Catherine Morland,John Thorpe,376,136,oh nonsense how can you say so,udolpho oh lord not i i never read novels i have something else to do novels are all so full of nonsense and stuff there has not been a tolerably decent one come out since tom jones except the monk i read that t other day but as for all the others they are the stupidest things in creation,John Thorpe,F,major,M,intermediate,NorthangerAbbey,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
02583,Catherine Morland,John Thorpe,386,328,but why cannot mr thorpe drive one of his other sisters i dare say either of them would like to go,not they indeed for as we turned into broad street i saw them does he not drive a phaeton with bright chestnuts,Isabella Thorpe; James Morland; John Thorpe,F,major,M,intermediate,NorthangerAbbey,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
02584,Catherine Morland,John Thorpe,393,330,you have not,yes i know he does i saw him you are talking of the man you danced with last night are not you,Isabella Thorpe; James Morland; John Thorpe,F,major,M,intermediate,NorthangerAbbey,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0
02585,Catherine Morland,John Thorpe,475,214,shall not you be late at devizes,oh lord it would be the saving of thousands there is not the hundredth part of the wine consumed in this kingdom that there ought to be our foggy climate wants help,John Thorpe,F,major,M,intermediate,NorthangerAbbey,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1
02586,Catherine Morland,John Thorpe,477,387,i am sure i think it a very good one,thank ye but i did not come to bath to drive my sisters about and look like a fool no if you do not go d me if i do i only go for the sake of driving you,John Thorpe,F,major,M,intermediate,NorthangerAbbey,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0
02587,Catherine Morland,John Thorpe,479,208,yes i have promised your sister to be with her if possible,but you are always very much with them,John Thorpe,F,major,M,intermediate,NorthangerAbbey,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1
02588,Catherine Morland,John Thorpe,481,204,may we but i never sing well i wish you a good journey i dine with miss tilney today and must now be going home,and no children at all,John Thorpe,F,major,M,intermediate,NorthangerAbbey,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1
02589,Catherine Morland,John Thorpe,483,352,then why do you stay away so long,and why cannot he afford it,John Thorpe,F,major,M,intermediate,NorthangerAbbey,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0
02590,Catherine Morland,John Thorpe,485,334,oh dear there are a great many people like me i dare say only a great deal better good morning to you,did upon my soul knew him again directly and he seemed to have got some very pretty cattle too,John Thorpe,F,major,M,intermediate,NorthangerAbbey,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1
02591,Catherine Morland,John Thorpe,487,318,pray do my father and mother will be very glad to see you,the finest place in england worth going fifty miles at any time to see,John Thorpe,F,major,M,intermediate,NorthangerAbbey,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1
02592,Catherine Morland,John Thorpe,489,117,oh dear not at all there are very few people i am sorry to see company is always cheerful,curricle hung you see seat trunk sword case splashing board lamps silver moulding all you see complete the iron work as good as new or better he asked fifty guineas i closed with him directly threw down the money and the carriage was mine,John Thorpe,F,major,M,intermediate,NorthangerAbbey,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
02593,Catherine Morland,John Thorpe,491,478,perhaps we may but it is more than i ever thought of and as to most matters to say the truth there are not many that i know my own mind about,do you that s honest by heavens i am glad you are no enemy to matrimony however did you ever hear the old song going to one wedding brings on another i say you will come to belle s wedding i hope,John Thorpe,F,major,M,intermediate,NorthangerAbbey,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
02594,John Thorpe,James Morland,111,146,i know it must be five and twenty by the time we have been doing it it is now half after one we drove out of the inn yard at tetbury as the town clock struck eleven and i defy any man in england to make my horse go less than ten miles an hour in harness that makes it exactly twenty five,well catherine how do you like my friend thorpe,Catherine Morland; Isabella Thorpe; James Morland,M,intermediate,M,minor,NorthangerAbbey,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0
02595,John Thorpe,James Morland,145,112,ah mother how do you do where did you get that quiz of a hat it makes you look like an old witch here is morland and i come to stay a few days with you so you must look out for a couple of good beds somewhere near,you have lost an hour it was only ten o clock when we came from tetbury,Catherine Morland; Isabella Thorpe; James Morland; Mrs. Thorpe,M,intermediate,M,minor,NorthangerAbbey,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
02596,James Morland,John Thorpe,112,124,you have lost an hour it was only ten o clock when we came from tetbury,my horse oh d it i would not sell my horse for a hundred are you fond of an open carriage miss morland,Catherine Morland; Isabella Thorpe; John Thorpe,M,minor,M,intermediate,NorthangerAbbey,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1
02597,James Morland,John Thorpe,123,349,yes but you forget that your horse was included,it is all one to me,Catherine Morland; Isabella Thorpe; John Thorpe,M,minor,M,intermediate,NorthangerAbbey,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1
02598,James Morland,John Thorpe,315,383,i doubt our being able to do so much,no no no,Catherine Morland; Isabella Thorpe; John Thorpe; Mrs. Allen,M,minor,M,intermediate,NorthangerAbbey,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
02599,James Morland,John Thorpe,348,113,we had better go back thorpe it is too late to go on today your sister thinks so as well as i we have been exactly an hour coming from pulteney street very little more than seven miles and i suppose we have at least eight more to go it will never do we set out a great deal too late we had much better put it off till another day and turn round,ten o clock it was eleven upon my soul i counted every stroke this brother of yours would persuade me out of my senses miss morland do but look at my horse did you ever see an animal so made for speed in your life such true blood three hours and and a half indeed coming only three and twenty miles look at that creature and suppose it possible if you can,Catherine Morland; Isabella Thorpe; John Thorpe,M,minor,M,intermediate,NorthangerAbbey,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
02600,James Morland,John Thorpe,382,316,nay catherine i think you cannot stand out any longer now the sacrifice is not much and to oblige such a friend i shall think you quite unkind if you still refuse,you croaking fellow we shall be able to do ten times more kingsweston aye and blaize castle too and anything else we can hear of but here is your sister says she will not go,Catherine Morland; Isabella Thorpe; John Thorpe,M,minor,M,intermediate,NorthangerAbbey,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
02601,James Morland,John Thorpe,397,398,let her go let her go if she will go,she is as obstinate as,Isabella Thorpe; John Thorpe,M,minor,M,intermediate,NorthangerAbbey,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0
02602,John Thorpe,Isabella Thorpe,132,395,forty aye fifty for what i care well i will drive you up lansdown tomorrow mind i am engaged,a most heavenly thought indeed now my sweet catherine all our distresses are over you are honourably acquitted and we shall have a most delightful party,Catherine Morland; Isabella Thorpe; James Morland,M,intermediate,F,major,NorthangerAbbey,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
02603,John Thorpe,Isabella Thorpe,336,133,and well they might for i never saw so much dirt in my life walk you could no more walk than you could fly it has not been so dirty the whole winter it is ankle deep everywhere,how delightful that will be my dearest catherine i quite envy you but i am afraid brother you will not have room for a third,Catherine Morland; Isabella Thorpe; James Morland; Mrs. Allen,M,intermediate,F,major,NorthangerAbbey,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
02604,John Thorpe,Isabella Thorpe,383,337,no no no,my dearest catherine you cannot form an idea of the dirt come you must go you cannot refuse going now,Catherine Morland; Isabella Thorpe; James Morland,M,intermediate,F,major,NorthangerAbbey,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0
02605,John Thorpe,Isabella Thorpe,394,384,i have upon my soul left her this moment told her you had sent me to say that having just recollected a prior engagement of going to clifton with us tomorrow you could not have the pleasure of walking with her till tuesday she said very well tuesday was just as convenient to her so there is an end of all our difficulties a pretty good thought of mine hey,very well then there is an end of the party if catherine does not go i cannot i cannot be the only woman i would not upon any account in the world do so improper a thing,Catherine Morland; Isabella Thorpe; James Morland,M,intermediate,F,major,NorthangerAbbey,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
02606,Isabella Thorpe,John Thorpe,133,134,how delightful that will be my dearest catherine i quite envy you but i am afraid brother you will not have room for a third,a third indeed no no i did not come to bath to drive my sisters about that would be a good joke faith morland must take care of you,Catherine Morland; James Morland; John Thorpe,F,major,M,intermediate,NorthangerAbbey,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
