A,B,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,novel
Lucy,Mrs. Honeychurch,875,877,no i don t and no more does cecil she gets on our nerves you haven t seen her lately and don t realize how tiresome she can be though so good so please mother don t worry us this last summer but spoil us by not asking her to come,this isn t very kind of you two you have each other and all these woods to walk in so full of beautiful things and poor charlotte has only the water turned off and plumbers you are young dears and however clever young people are and however many books they read they will never guess what it feels like to grow old,Cecil; Freddy; Mrs. Honeychurch,,,F,major,ARoomWithAView
Cecil,Freddy,876,878,hear hear,i must say cousin charlotte was very kind to me that year i called on my bike she thanked me for coming till i felt like such a fool and fussed round no end to get an egg boiled for my tea just right,Freddy; Lucy; Mrs. Honeychurch,,,M,intermediate,ARoomWithAView
Freddy,Lucy,878,880,i must say cousin charlotte was very kind to me that year i called on my bike she thanked me for coming till i felt like such a fool and fussed round no end to get an egg boiled for my tea just right,i can t help it mother i don t like charlotte i admit it s horrid of me,Cecil; Lucy; Mrs. Honeychurch,M,intermediate,,,ARoomWithAView
Mrs. Honeychurch,Cecil,881,883,from your own account you told her as much,i suppose miss bartlett must come since she boils eggs so well,Cecil; Freddy; Lucy,F,major,,,ARoomWithAView
Lucy,Freddy,882,884,well she would leave florence so stupidly she flurried,i didn t mean the egg was well boiled because in point of fact she forgot to take it off and as a matter of fact i don t care for eggs i only meant how jolly kind she seemed,Cecil; Freddy; Mrs. Honeychurch,,,M,intermediate,ARoomWithAView
Cecil,Lucy,885,887,may me and lucy get down from our chairs we don t want no dessert,he seems in better spirits he laughs more,Freddy; Lucy; Mrs. Honeychurch,,,,,ARoomWithAView
Freddy,Lucy,892,894,all right if you d really rather five shillings and i gave a bob to the driver,let s leave it all till mother comes back,Cecil; Lucy; Minnie Beebe; Miss Bartlett; Mr. Floyd,M,intermediate,,,ARoomWithAView
Lucy,Cecil,894,896,let s leave it all till mother comes back,freddy owes me fifteen shillings so it will work out right if you give the pound to me,Cecil; Freddy; Minnie Beebe; Miss Bartlett; Mr. Floyd,,,,,ARoomWithAView
Miss Bartlett,Minnie Beebe,897,899,fifteen shillings how is that mr vyse,but i don t see that i don t see why mr vyse is to have the quid but i don t see no thank you i m done i don t see why freddy don t poke me miss honeychurch your brother s hurting me ow what about mr floyd s ten shillings ow no i don t see and i never shall see why miss what s her name shouldn t pay that bob for the driver,Cecil; Freddy; Lucy; Minnie Beebe; Mr. Floyd,F,major,F,minor,ARoomWithAView
Cecil,Miss Bartlett,898,900,because don t you see freddy paid your cab give me the pound and we shall avoid this deplorable gambling,i had forgotten the driver thank you dear for reminding me a shilling was it can any one give me change for half a crown,Freddy; Lucy; Minnie Beebe; Miss Bartlett; Mr. Floyd,,,F,major,ARoomWithAView
Minnie Beebe,Lucy,899,901,but i don t see that i don t see why mr vyse is to have the quid but i don t see no thank you i m done i don t see why freddy don t poke me miss honeychurch your brother s hurting me ow what about mr floyd s ten shillings ow no i don t see and i never shall see why miss what s her name shouldn t pay that bob for the driver,i ll get it cecil give me that sovereign no give me up that sovereign i ll get euphemia to change it and we ll start the whole thing again from the beginning,Cecil; Freddy; Lucy; Miss Bartlett; Mr. Floyd,F,minor,,,ARoomWithAView
Lucy,Miss Bartlett,901,903,i ll get it cecil give me that sovereign no give me up that sovereign i ll get euphemia to change it and we ll start the whole thing again from the beginning,have you told him about him yet,Cecil; Freddy; Minnie Beebe; Miss Bartlett; Mr. Floyd,,,F,major,ARoomWithAView
Miss Bartlett,Lucy,902,904,lucy lucy what a nuisance i am,no i haven t let me see a sovereign s worth of silver no i haven t told cecil or any one i promised you i shouldn t here is your money all shillings except two half crowns would you count it you can settle your debt nicely now,Cecil; Freddy; Lucy; Minnie Beebe; Mr. Floyd,F,major,,,ARoomWithAView
Minnie Beebe,Lucy,929,931,well i don t blame them need she go,it s only the library book that cecil s been reading,Lucy; Mrs. Honeychurch,F,minor,,,ARoomWithAView
Miss Bartlett,Mrs. Honeychurch,940,942,if i did not wear my best rags and tatters now when should i wear them,introduce me unless the young man considers that he knows me already,Lucy; Minnie Beebe; Mrs. Honeychurch,F,major,F,major,ARoomWithAView
Mr. Emerson,George Emerson,943,945,very much we find though that the miss alans were coming and that we have turned them out women mind such a thing i am very much upset about it,our landlord was told that we should be a different type of person he thought we should be artistic he is disappointed,George Emerson; Lucy; Mrs. Honeychurch,M,intermediate,M,intermediate,ARoomWithAView
Mrs. Honeychurch,George Emerson,944,946,i believe that there was some misunderstanding,and i wonder whether we ought to write to the miss alans and offer to give it up what do you think,George Emerson; Lucy; Mr. Emerson,F,major,M,intermediate,ARoomWithAView
George Emerson,Lucy,945,947,our landlord was told that we should be a different type of person he thought we should be artistic he is disappointed,oh stop now you have come,Lucy; Mr. Emerson; Mrs. Honeychurch,M,intermediate,,,ARoomWithAView
Lucy,George Emerson,947,949,oh stop now you have come,there is only a certain amount of kindness in the world,George Emerson; Mr. Emerson; Mrs. Honeychurch,,,M,intermediate,ARoomWithAView
Mr. Emerson,Mrs. Honeychurch,948,950,so george says he says that the miss alans must go to the wall yet it does seem so unkind,yes that s exactly what i say why all this twiddling and twaddling over two miss alans,George Emerson; Lucy; Mrs. Honeychurch,M,intermediate,F,major,ARoomWithAView
George Emerson,Mr. Emerson,955,957,no i didn t he behaved that way to me it is his philosophy only he starts life with it and i have tried the note of interrogation first,george mind tennis on sunday george after his education distinguish between sunday,Lucy; Mr. Emerson; Mrs. Honeychurch,M,intermediate,M,intermediate,ARoomWithAView
Mr. Emerson,George Emerson,957,959,george mind tennis on sunday george after his education distinguish between sunday,i know,George Emerson; Lucy; Mrs. Honeychurch,M,intermediate,M,intermediate,ARoomWithAView
George Emerson,Mr. Emerson,959,961,i know,yes indeed,Lucy; Mr. Emerson; Mrs. Honeychurch,M,intermediate,M,intermediate,ARoomWithAView
Mrs. Honeychurch,George Emerson,960,962,you know our cousin miss bartlett you met her with my daughter in florence,i i ll come up to tennis if i can manage it,George Emerson; Lucy; Miss Bartlett; Mr. Emerson,F,major,M,intermediate,ARoomWithAView
George Emerson,Lucy,962,964,i i ll come up to tennis if i can manage it,yes i do hope he will,Lucy; Miss Bartlett; Mr. Emerson; Mrs. Honeychurch,M,intermediate,,,ARoomWithAView
Mr. Emerson,Lucy,963,965,george don t go george has been in such good spirits today and i am sure he will end by coming up this afternoon,the old man hasn t been told i knew it was all right,George Emerson; Lucy; Miss Bartlett; Mrs. Honeychurch,M,intermediate,,,ARoomWithAView
Lucy,Mrs. Honeychurch,969,971,proteges you shall see for yourself how your proteges are george emerson is coming up this afternoon he is a most interesting man to talk to only don t,not very dutiful,Miss Bartlett; Mr. Vyse; Mrs. Honeychurch,,,F,major,ARoomWithAView
Mr. Vyse,Lucy,970,972,now play us the other garden the one in parsifal,oh i had no idea,Freddy; Lucy; Minnie Beebe; Miss Bartlett; Mr. Floyd; Mrs. Honeychurch,M,intermediate,,,ARoomWithAView
Mrs. Honeychurch,Miss Bartlett,971,973,not very dutiful,our performer has changed her mind,Freddy; Lucy; Minnie Beebe; Miss Bartlett; Mr. Floyd; Mr. Vyse,F,major,F,major,ARoomWithAView
Lucy,Freddy,972,974,oh i had no idea,i vote tennis,Freddy; George Emerson; Minnie Beebe; Miss Bartlett; Mr. Floyd; Mr. Vyse; Mrs. Honeychurch,,,M,intermediate,ARoomWithAView
Miss Bartlett,Lucy,973,975,our performer has changed her mind,yes so do i i vote you have a men s four,Freddy; George Emerson; Lucy; Minnie Beebe; Mr. Floyd; Mr. Vyse; Mrs. Honeychurch,F,major,,,ARoomWithAView
Lucy,Mr. Vyse,975,977,yes so do i i vote you have a men s four,not for me thank you i will not spoil the set,Freddy; George Emerson; Minnie Beebe; Miss Bartlett; Mr. Floyd; Mr. Vyse; Mrs. Honeychurch,,,M,intermediate,ARoomWithAView
Mr. Vyse,George Emerson,977,979,not for me thank you i will not spoil the set,i am not bad,Freddy; George Emerson; Lucy; Minnie Beebe; Miss Bartlett; Mr. Floyd; Mrs. Honeychurch,M,intermediate,M,intermediate,ARoomWithAView
Freddy,Mr. Vyse,978,980,oh come along cecil i m bad floyd s rotten and so i dare say s emerson,then certainly i won t play,George Emerson; Lucy; Minnie Beebe; Miss Bartlett; Mr. Floyd; Mr. Vyse; Mrs. Honeychurch,M,intermediate,M,intermediate,ARoomWithAView
George Emerson,Miss Bartlett,979,981,i am not bad,i agree with you mr vyse you had much better not play much better not,Freddy; Lucy; Minnie Beebe; Miss Bartlett; Mr. Floyd; Mr. Vyse; Mrs. Honeychurch,M,intermediate,F,major,ARoomWithAView
Mr. Vyse,Minnie Beebe,980,982,then certainly i won t play,i shall miss every ball anyway so what does it matter,Freddy; George Emerson; Lucy; Minnie Beebe; Miss Bartlett; Mr. Floyd; Mrs. Honeychurch,M,intermediate,F,minor,ARoomWithAView
Miss Bartlett,Mrs. Honeychurch,981,983,i agree with you mr vyse you had much better not play much better not,then it will have to be lucy you must fall back on lucy there is no other way out of it lucy go and change your frock,Freddy; George Emerson; Lucy; Minnie Beebe; Mr. Floyd; Mr. Vyse; Mrs. Honeychurch,F,major,F,major,ARoomWithAView
Minnie Beebe,George Emerson,982,984,i shall miss every ball anyway so what does it matter,i shall want to live i tell you,Freddy; George Emerson; Lucy; Miss Bartlett; Mr. Floyd; Mr. Vyse; Mrs. Honeychurch,F,minor,M,intermediate,ARoomWithAView
Mrs. Honeychurch,Mr. Vyse,983,985,then it will have to be lucy you must fall back on lucy there is no other way out of it lucy go and change your frock,i say listen to this lucy three split infinitives,Freddy; George Emerson; Lucy; Minnie Beebe; Miss Bartlett; Mr. Vyse,F,major,M,intermediate,ARoomWithAView
Mr. Vyse,George Emerson,987,989,the scene is laid in florence,you and are you tired,George Emerson; Lucy,M,intermediate,M,intermediate,ARoomWithAView
George Emerson,Mr. Vyse,995,997,you didn t attend,joseph emery prank,Lucy; Mr. Vyse,M,intermediate,M,intermediate,ARoomWithAView
Mr. Vyse,George Emerson,999,1001,who may miss lavish be,of course i do i saw her the day i arrived at summer street it was she who told me that you lived here,George Emerson; Lucy,M,intermediate,M,intermediate,ARoomWithAView
George Emerson,Mr. Vyse,1001,1003,of course i do i saw her the day i arrived at summer street it was she who told me that you lived here,all modern books are bad every one writes for money in these days,Lucy; Mr. Vyse,M,intermediate,M,intermediate,ARoomWithAView
Mr. Vyse,George Emerson,1005,1007,it is so i will inflict joseph emery prank on you no longer,i never notice much difference in views,George Emerson; Lucy,M,intermediate,M,intermediate,ARoomWithAView
Lucy,Mr. Vyse,1008,1010,what do you mean,h m,George Emerson; Mr. Vyse,,,M,intermediate,ARoomWithAView
Mr. Vyse,Lucy,1012,1014,i expect your father has been reading dante,what a splendid idea i shall enjoy hearing your father talk again i m so sorry he s not so well,George Emerson; Lucy,M,intermediate,,,ARoomWithAView
Lucy,Mr. Vyse,1014,1016,what a splendid idea i shall enjoy hearing your father talk again i m so sorry he s not so well,there s an absurd account of a view in this book also that men fall into two classes those who forget views and those who remember them even in small rooms,George Emerson; Mr. Vyse,,,M,intermediate,ARoomWithAView
George Emerson,Lucy,1015,1017,no he isn t well,mr emerson have you any brothers or sisters,Lucy; Mr. Vyse,M,intermediate,,,ARoomWithAView
Mr. Vyse,George Emerson,1016,1018,there s an absurd account of a view in this book also that men fall into two classes those who forget views and those who remember them even in small rooms,none why,George Emerson; Lucy,M,intermediate,M,intermediate,ARoomWithAView
George Emerson,Mr. Vyse,1020,1022,my mother i was meaning,i will inflict joseph emery prank on you no longer,Lucy; Mr. Vyse,M,intermediate,M,intermediate,ARoomWithAView
